text,nwords,hashed
@Eskimimi there's a bajillion photos on Facebook but I'll try to upload one to here today. I looked awesome haha ,20,-2099316128379682353
"@Gennargh Darn it :/ And methinks In Pursuing Design would sound good acoustic  Never heard Blackbird so can't tell you what I think, haha",24,-8081613066070495092
"I'm so glad the BBC has #f1 back for many reasons, one of the major being the music that they brought back with them ",24,-7483655626762191847
"iss off to WISLEYYY  paha, avec mes ami Alex ",9,-5501234435336216232
"Fixen to go work in my yard YIPPY!!!!!!! Oh ya, and catch some of that awesome sun ",17,7525202791453143699
"excited that last night marked the first one in this year's wedding season, and getting ready for church today and renee's graduation! ",22,1514861369399295314
we are ALMOST there.... 13 more days ,7,257993524483914392
Mr. Hanshwar hahaha i hope all the krictine ppl i sent &quot;the message&quot; to will wonder why hahahaha hope your reading this ,22,-8075699491122684915
@sibucky Bring back Sir Murryington of Walker I say ,9,-5452522299255859901
@JackAllTimeLow i watched that movie yesterday. ,6,-457545540950004659
"@phyrehawk I imagine it wouldn't be mice  that would be strange, having mice appear out of your leg hmm? ",19,6775870084928417127
@rollingcherry hey.  hows it going?,5,-443127560884351455
oh and hear my fav music.. i put a music player on the page if you like rock... if so i will rock your world! ,25,8661816761333646103
Dear Sunshine and Warm Weather: Don't be shy. It's June. We want you to hang around for awhile. Please? ,19,8972711433860527749
I enjoy new perspectives of my life ,7,1634891597824829357
I go home in 5 days!  Can't wait to see all my friends/not have to see my old room mates anymore. And I get to see UP!,27,-7820491390354601578
@Renegat Ã?ÃÂÃÂ¿ÃÂµÃÂ! Ã?ÃÂ¿ÃÂ°Ã?ÃÂ¸ÃÂ±ÃÂ¾ ,3,2887678470526865743
"WOO! Federer won  he's so grand, he should divorce his wife and marry me haha we can play doubles together hahaha i miss playing tennis :/",26,-4767720113543286015
absolutely LOVES this GORGEOUS weather! This is by far my all time favorite time of year!  3 more days and then I can really enjoy it! ,26,7529873180354985181
Goodbye. ,1,-7219525462143281410
i like it when @brocore kisses my butt in the morning ,11,8151428190342894398
@Ann_dk Pasta!!! Do you have any idea how many tourists are starwing in Copenhagen right now? ,16,-7143685239537008538
I still can't believe I got straight As!!!! That was my goal I'm so proud if myself ,17,-239692580952289924
@niffster yeah i'm slowly getting used to it! ,8,-6024534434321471672
My throat hurts like hell. BUT DaddyDayCare cookies and tea and parents make it better &lt;3 ,16,4676505033089660168
@nessie_111 evening gettin ready for apprentice final at 9:00 what about you? ,12,-5821869792738782159
"@krissydietz i had never tweet so much ! as in last hours ! i love tweet to you, darling ",19,-7042020231899782828
Let my hair go wild for today ,7,-3059081262602017571
waiting for @whatrominadid 's ride to coca cola parc ,9,8685729326864572456
@breathmynt TY! ,2,4167742975227840921
bout to get disney channel on demand  lmao im such a childd,12,4156001118390506865
@donmilleris brilliant Donald! Can't wait for the book! Can u just send one now? Or I can just take a train to Portland! ,23,-176619265572934496
Working on my Wishlist. It'd needed revamped for a few months now. ,12,849187817267972936
@OsI_LeTo hahaha yeah the 3 musketeers thats our name  all right reserved,12,3776242407042265477
Did you guys like the video? ,6,-5504067367024494041
@ElleNavarro way to go Elle glad to hear your team won ,11,4369344661985346647
I think I called @whatadam a cunt at least four or five times today. ,14,-2422580590338317486
"@LouDPhillips Regardless of what happens from this point on, I would consider that a win.  ",15,6883708704084768691
"&quot;aunt katie, why does that girl have wrinkles in her hair?&quot; &quot;gracie, those are called curls. Aren't they pretty?&quot; &quot;no.&quot;  lol",21,2327145033390146800
lol... its me. no daughters. jus one son.  @L_A_LuVerGyrL,9,392940605077653083
@bubb1e5 Hot Dog on a Stick!!! ,6,-3592883701467312749
"LOVE glee! watch it on hulu, can't wait for the full season this fall ",14,3228852737340031056
@omgkenydied Impossible. I could totally kick your butt in a cookoff ,11,8922148774093758398
@kmoaton: I'll PM it now ,5,4889474807625759491
My son is  all smiles 90% of the time... but he gets mad because he really wants to walk... so 10% of the time I have to prop him up. ,30,7900317033400562372
on the way to chapel st strike bar for kirstys Bday fun ,12,-2444166281072764740
i'm going to go play online games right now!! whoohoo!! ,10,212064199428757689
"@suffianr oooooh, i didn't know you were into R&amp;B...very nice ",10,8520861100528214675
@MekaSantana LOL it is still Sunday here in Hawaii!! WTF!!! I like yr profile pic ,15,7715940079238256371
@itsandre13 i g2g now have fun bye xx ,8,-8030687819202972155
@abarriga87  Happy now?   I love you :-*,7,-2586139706741551396
"@iMorpheus 8 years (to 2017/6/15) is 2,922 days, minus 1,920 workdays = 1,002 days to live  enjoy. #livelifetothemax",18,-5877689166447304473
Okay so it's 3am and am soo not sleepy. Ugh! Someone should start a random conversation. ,16,-5451513457020429121
guys n gals use the hashtag #notwitterspam -- get enough people to use the hashtag so it becomes a topic. ,20,-6619286026078778043
@tim_butcher Best cover version ever  Ã¢ÂÂ« http://blip.fm/~8904p,7,5492281145627937292
lost in twitter world....is Johnny Depp around? ,7,-6524164621287787960
@KeithARussell talking cycling for 13 hours ,6,7045985995748738378
"@jonasbrothers LINES, VINES, AND TRYING TIMES IS OUT FRIDAY in AUS! EVERYONE BUY IT!! ",14,953601369402759950
@30SECONDSTOMARS HAPPY ECHELON DAY!!  I'm so proud to be ECHELON and I'll be an echelon for ever and ever!! I promise you guys!!,23,1410780422342188034
@gregholden you should come to Vancouver. ,6,-6164280865111599349
"@juliaakim i have a tan..finally! mwahaha, i love it, even it it's not SUPER tan..i peeled for like 5 days but now its over ",24,4150833846496799885
i am suddenly excited about rumour re: Green Day in Oz. please say it's true! ,15,7189142868284460421
I could've put that untagged Fire track on my blog first but...I didn't want to.... good for @mrgenius23 ,18,8396457206475270861
"first test went well!  going to wash the car, working out after that ",13,-8593415474231156965
@ismileforhim  i will  lol whats it like ? And how was your flight ? I feel super sick aha,19,9164144239891067306
"It's a beautiful day here in Indy. It's really humid though, but that's the Midwest for you ",17,3534941406194347935
@Echa_Javajazz thanks dude.. That means a lot ,7,4872331326150797557
@bartka @ljhighby was my previous twitter name.  ,7,-3448921268981297638
@chattyman Hey Alan.. I Find You So Funny ,8,-6878502816779852543
says somebody just inspired me to study.   http://plurk.com/p/113m4f,8,2970943606755301106
@perriross I shall look em up now! ,7,-8203974453233125535
the new all time low song makes me tap my feet  goddamn! &lt;3,13,2868281614030600184
"third exam done: good,  now two more to. Starting to study in ....3, 2, 1!",15,4775564759841325171
@Jonasbrothers hey!! I got LVATT today ,6,-915207640801847851
@ladymarketing Any interest in writing a Guest article for Roughly Famous? ,11,3100528795639978919
@Jonasbrothers i love your music video paranoid  its just spectacular x,11,-8450635047641812914
@kitjule  someone should dust off the 'do no evil' sign.  Water back to normal?,14,-5803539816499407771
@peterfacinelli You're the one they call Dr. Feelgood. ,8,6016656344926272668
http://twitpic.com/7h7rg - my tattoo - finally got it ,8,732785913859949234
@NinaMcFLY I'm fine thaanks!  Just have examweek. Blaaah xD But I'll survive it! Next week vacation! =D xoxo,18,-7101496986050777587
slept in this morning ,4,-4576260794564106266
@Zesylene Do we need to start tweeting again? I am up for it. ,13,-5832392262972355866
"@mickbetancourt Wow, your ankle's healed so soon? Have fun, sir! ",10,8909632593424118957
im really not caring.people will never be happy if im happy so i gotta be happy or myself  watching the simpsons and eating pizza!,24,-1822300401012924201
"This evening weÃÂ´re discussing and planning our holiday trip to Croatia with my friends,IÃÂ´m reeally looking forward  Lots of funÃÂ´s ahead..",21,-5515268324087003221
"This guy trains birds...but PAY ATTN: squeeze page look familiar, anyone?  haha...  www.birdtricks.com/ParrotAttacksBaby",13,-2178598357899189107
So hungry and came so close to my bank not letting me withdraw since I left my wallet at home. All is well though.. Waiting for my pizza ,28,-2904761026973058416
@VIP_STATUS For real...  How is ur day going ?,9,1152185407642399239
god my back and stomach are sore. date weds. good times  x,12,-1210055217871109091
@MzLaffy I think so?  I would certainly hope so.  ,9,8490412355329844542
@LukiBaby I want everything from 80'sPurple!!!! Mall withdrawels...save me!! hahahah time to get back to Miami! xoxo ,17,2553714233354016886
@vpmedical Saw your comment on http://bit.ly/Y28BO - would love to know how blogging #ff recs works out for you. I'm happy with it ,23,-4023563030096602109
"@tbatchelli yup. I've got some stories there, but they'll have to wait until we both have a drink in hand. ",20,947962715618877045
Just got home from what i am calling now Skilled Babysitting LOL. It's cool thoug. I get paid to do it  It's all good,24,5350942925564595486
http://twitpic.com/7i970 - We love ipods. ,5,-8943820867031432250
Kanye West should body with Santa Cluase ,7,-1398538761707594343
@konfigmaster they forgot www.twittermega.com ,4,-8576031956808656731
"@DavidKirlew honey, im in and out too... like i have to go right now but ill be back later  (((hugs)))",20,1595444017334456996
@thelktoday Uh-huh. They. The 42 listeners. ,6,-7346323418989552481
@w_v_w  I just told the clown joke to a group of people.  It was epic.  ,15,4632116074439554392
@maxifire LOL! so the kois are changing home again? don't be mad! at least the kois look pretty from the photo! ,21,-8601960253872280984
just got in from eating. it was good!!! about to jump in the bed. night ,15,6683279629797039985
http://twitpic.com/7iqmz - Mikey ordering SubWay  how cute!,7,-6378345195792644697
@calrion google quietly got rid of that ethic last year. ,10,-5365056243542332034
@PerezHilton hey Perez! Please watch our video http://www.youtube.com/user/sherhil for BOOM BOOM POW/ feature on ur blog if u like it?  xo,21,-7040776289455694355
yayyyyyyy jonas brother's album      disneyland saturday   DDD EXTRAA FUNNNNNNNNN,9,-5365224595810704756
@classichiphop thank you! ,3,-6124765132454002576
@webaddict like my brainfarts bit.ly? ,5,-774601236630453795
"@Marleisse What fans? I'm not a monkey. &amp; feel free to keep tweeting in french if you want too, lol. I find it amusing ",24,8811620286515290438
"@WarWraith LOL no wonder we are broke,you put that much money down on something shiny ",15,-9124060177701756569
@JoeLeoJr Good 7:56 am ,4,6739411840070619161
@josephpagen  I love your tweets &amp; just looked at your site. I like it &amp; you might like mine too: www.Healingprayercircle.net  ,21,-1030934899237064829
"@Appledoe, thanks for signing up  we hope we can help out similar to Habbos.",14,-2083997744768433158
@RichLeighton have an awesome hunting adventure and looking fwd to some cool photography when you return ,16,3204830800450305371
Getting a new phone soon ,5,-2802120694172268170
"@the12kingstar Not enjoying the shitty weather, but I'll get by...eventually!  And I'm getting hungry again...grr.",15,-3828411320357749242
boys out of my class gave me her jackets cuz it was very cold  -thanks!-,15,4171224412874094709
"@jimmyeatworld Oooh, one of my favourite songs of all times ",10,9214204791203844975
Wow going to bed while its still a little dark...feels so new and excitinggg lol..night night ,16,-6620665799134761875
I remember when that bird did a shit on your chips. ,11,-6569187367597376827
"@PassionMD yup, @kellyOlexa he is cool!! you will have to catch up!!! ",12,1400284090089108491
@CincauHangus i suppose we can use that one.  it's the same for Photoshop. So i think we could say pixel = dots.,22,5857648275379277946
Just made a twitter and proud of it. ,8,-267466037136421380
@riannonfan03 hehe just kidding XD anyway what are you doing? ,10,5946105707507016328
@sarahtheissen you hope to see me soon - well I hope to see you too ,15,-3165803187466466164
all my followers should check out @TownHallSteps1 do it!! ya know ya wanna  x,14,5727859399366873931
"@chiinarr lol marry an american, you'll get your green card and you can audition  nah we filed for dutch nationality like 6 yrs ago",24,2672761231749488339
"@Nicole Hage The bun is 4 months now. Still not really showing, but putting on a few lbs  look forward to seeing u on tv in a week or so!",30,-4113961229536165560
"....Wel if u aint FAST, your LAST....!! ",7,-2865700478595154063
today i hang out with @annieplace   missed you &lt;3,9,4688446007642103062
@PaulaNiht Thank you and good mornin' ,6,7479575610457880517
http://www.chocomoko.com/ for you last.fm users ,5,-6343642081722588739
@GeoffPeterson anytime  ps - how was #socialrecruiting yesterday at google headquarters?,11,827988990550490731
@SoSoulfull Very good. Think mode. ,5,-8427722833212296668
Good morning everybody ,3,-7232458838606001535
"@Tobyray No, haha. But it is very sad. I'll go see her soon anyways. ",14,-7003406827481917706
good morning tweets!  here's hoping we all get some sales today!  ,11,-5459229565867723939
"@roseisroadkill one of the reason.maybe.haha.actually, i'm so tired today :3 .how are you and Jared? ",15,-4358959220276589344
@asphaltOnline  haha cool man. I like the stu tap dance too   So where is that massive room you shoot reference in?,21,-1966260944006542407
"@KempEquine So do we.   Working on getting your questions answered, too!",11,-8813797335444012221
@paupaula I'm joining The SPectrum maybe. Idk... But yeah I'm dedicating myself to my studies too  How? Idk.,18,8006555301500375862
"@rosieandtheband LoL, you are kidding me huh? ",7,8320629036140455140
hiking the indian council cave trail today! ,7,5834778783884969922
@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!,23,-3363862081650102604
@pietrofelix good luck enduring the tiring journey! ,7,5863860456754522347
Is upset that she couldn't find &quot;Church of the Flying Spaghetti Monster&quot; on Twitter to follow ,16,8756876045972339863
Ughhhhh I so didn't see that coming on house. Ilu bb ,11,3665194925243770933
might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not ,24,3622733969276658550
Eurrrghhhh!!!!  Not a fan of Lapsang Souching.  Tastes like smoking ,10,5743401535612842702
@monnie Hey you wouldn't do a radio interview about the wireless perhaps that @leehopkins was asking for. I can't do it ,21,-1303890123900614273
wondering where this cold weather came from ,7,-2110471411214903509
is so very sick and just wants to be in my bed at home ,14,2425337106200304015
@zionxpress  Soon though? Will you join him on the road then?,11,4696550457559173014
trying to enjoy my last momento of spring break. ,9,787150569885070942
I have eaten too much chocolate bunny...burp!  feel sick ,9,8374473361242235410
@tarynneg gaahh it's soo earlyy ,5,1488081765042511925
"Is super, super disappointed! ",4,-2406487446349972126
Needs some coffee.  ,3,7705587587977517247
Ugggh ;___; Have to go cut the grass then write an English paper I forgot about. So much for Platinum today ,21,2622175697426259292
Burnt my finger ,3,4560811400471397546
@BeyonceBoi yeah they're gonna put a forever 21 in its place. I miss that store. so many memories. ,18,7381864967282192588
"@iblogologist like the post, but see now art work. ",9,5223005916115849608
Oh no. Giants lost. ,4,-4731377367708271351
Did long hours at work  home now sleepy time...,9,-4278894895379278137
watching @_M_I_A_ on the at&amp;t blueroom live feed!! damn i wish i was there!!! ,14,4237122239288447195
@brittneyy_ Just some asshole talkin' mad shit to me ,9,-4496435808554281768
did the aircon just died/off? ,5,-7331660841400457275
english essay ,2,-8734385636354687103
@yorudan pants to drama  I *think* I have finally settled on my left arm design. Not telling though ;D,19,9198691852511429162
done watching gossip girl :| now what? ,7,-4896174364205351451
"feels a little better today, waiting for my lovely Sunday dinner LOL. eastenders on soon, but iv got loads of work to do.  boohoo.",24,541720071991667553
I feel annoyed... sigh.... ,4,8685844880379818033
"@iamvillafuerte Left it in the cab, it was in my skirt pocket. Didn't bring a bag na kasi aaaargh so stupid  Cry cry cry.",24,9194566850775731105
"Also, found a  robins nest in an old golf bag in the garage, really sweet but unfortunately it feel over and the baby eggs cracked ",25,5322503370610285745
mission: convince mum to let me go to the US. deadline: june '09. motive: Sunshine&lt;3 mood: pessimistic. ,17,-7691680440937778924
i am not feeling good ,5,-2670062469336217118
Omg I have the best boyfriend ever!!!! He took me out on an amazing date and....I love him so much TLA...I miss him so much right now ,27,2971549257075959817
Back to work today after 2 fantastic weeks off ,9,-5679856874659837191
"I don't know what is wrong with the players in this house, but last night I was going to watch a dvd, but it wouldn't work, bad times ",28,-1703430824918685843
going to school soon ...i dont really want to go ,10,9033620787251227454
Been sick for the past 4 days and counting... blah  ,10,9022139322000940987
since when are there bugs in california?  i think the mosquitoes have eaten me alive ,15,5992818843853258402
@ddlovato what?? you are in munich? do you have a show there? :O omg i want to see you !! munich is soo near to me  please reply (:,29,-7242974786116598136
UGH Tuesday  I don't think I'll be happy til it's Thursday OR Friday,13,2707688991212562864
@retiredprodigy I'm with ballys. I love it. :-D oh and my Internet is toooo slow to send the cd. ,19,5474359275594758958
"@DMBwine if i could make anything turn into him... the lamp, my pillow (good one) idk, i miss him ",19,1178458967891890902
Super exhausted ,2,-2368879194088595602
Up watching Roseanne. My damn knee hurts. Feels like it need to be popped into place or something. This shit is killing me ,23,5670955772322034530
@solobasssteve  I'm using Dreamhost... Found it difficult.. thought it was just me ,12,-6233432318606744228
twitter doesn't like me ,4,4607474168750876838
Alcohol = bad  my head hurts ,6,-2684754150689948990
@littlemisssnip Hey hun...they did some tests...found nuthhiinnkkk ,7,7403231703362869612
"Drinking tonight while watching horror movies, this cannot turn out good? Stephen King's IT will be put on, but I don't think it's scary. ",24,-1739695643377159909
is actually going mental being stuck in on her own ,10,-2441787804288888347
@LarssonFace Saw? I forgot to bring Independence Day for you yesterday ,11,-2638705304262667241
thinks she broke/ sprained her wrist... ,6,-7685331558852497422
Why aren't we like we used to be? I hate not knowing what we'll end up happening. Drift Away ,19,-7359559659650874890
awake already ,2,-7663405452604730159
"Last stop 4 da nite, PoleKats! Uggggh man, I'm not excited at all! Didnt hv a very good experience last time I went, I jus want my bed!! ",28,-9101966139908613292
"@sarahjpin yeah, apparently they thought he was taking the piss, when all he ever wanted was to be *noticed*... ",19,-4088616022683337259
wants to hate her patient for not having a fone.   http://plurk.com/p/rj5qy,11,2986527549013347526
Gettin` hella iRRitated...been tryna go to sleep for sooo many hours now this is not it ,16,5839136965527772737
i ran out of white chocolate. ,6,3261204843237131929
"@bucketology Yeah, I know ",4,-7277736325058065354
ugh i dont think i can go shopping anymore cause im sick ,12,-2387476839322567548
Feeling really sick ,3,-4471932562616292591
@DavidArchie um yeah but have u heard the final version that went on disney??? they cut quite a bit of u out  waaay too much miley ,26,42243580785704265
dang it i cant believe the nuggets beat the mavs ,10,8406989773501097595
Wishing I had the baby alive and back inside of me. ,11,2820227563407053209
Dammit...tomorrow is Monday already     ,4,8470832822332741490
@prosperitygal I pretty much just shave him in place of a bath.  He's too old to get into and out of the tub ,23,-145589149565278319
Awww man I missed Life After People ,7,-2624121788270074681
I am sick of being sick!! What is wrong w me? ,11,4075541423591118701
I made billy's hair look soooo good. And he didn't even like it.  Haha,14,1591292473798819186
@TFLN I've submitted a bunch of ridiculous TFLN and none of them ever show up  sad day.,17,-5004547930784065813
@TraceyHewins lol that not good ,5,1302216459080777874
At work in a whole lot of pain ,8,-7413608843649653241
just sitting here all depressed  i really need some cheering up,11,-6801664796630557048
"Spent the night at home, ate a chorizo and egg taco fer breakfast, no cool mixy drinks. ",17,-5168680539520811534
The most depressing day in Cleveland will be if (hopefully not when) Lebron leaves the Cavs. Wahhhh!! ,17,4108015191595983523
I'm so sad to be graduating. ,6,-567141434115472524
Jesus fuck! All the gay guys at the bar aree so hot.  its not fair,15,-2701721543014577431
Mom is acting crazy again ,5,-8626442709223181367
@Summahz haha i miss you ! ,6,8827464273833057640
It's 1am and I'm sitting home doing nothing. I really should've went out tonight ,14,8873033075177356162
is so sadddd. ... docmike doesn't trust me ,8,-4585974179224286151
I don't feel very well ,5,-9160350749283880918
@geosteph I totally missed your tweet earlier tonight!! I'm SOOOOO sorry!  Glad we caught up with you at the tweetup at 108!,22,4306965944315819252
@ElyssaD honestly I do think I might have a problem  I put almost every though on this thing. No Bueno.,20,-3053014597449506290
"i woke up yesterday feeling so ill, me and flic just watched films all day. i still feel awful now ",20,-3996567757859645767
my lip is bleeding ,4,5048321060523099641
"thinks her mother is mad! Confirmed! he he. Meg up, hub ironing so on with dreaded essay ",17,1365890512116143038
xboxtweet not working again ,4,-3336976492079696315
Pains gotten worse fron Friday night  I dont think I can move very much anymore. Help!,16,-2757604315963188990
Finished my assignment!! Yay! Well 1 of three... ,8,-1992045825097654065
"How much do I want to be outside now, stupid exams ",11,-7219584051549147922
what a beautiful day and i stuck at home cleaning ,10,6875002572586992161
"@Snappsgirl89 awesome!! no more math... for a little while... hehehe Day is going well, P just woke up.. only slept for like an hour ",24,4014085957240030325
Are you really! ? Sleepin on the couch?  awe well brady will keep u plenty company! He looked so sad when i left ,23,2307369019149565872
Ok time to cuddle up with my pillow ,8,-8391853592956619080
"@nicolerichie &amp; are you excited for Gossip Girl ? xD It's so unfair, here in Holland they stopped GG, and it will start the 16th of june ",27,-4741847175985941208
@miss_oregon damn and no invitey!!  jk. What you drink?,9,-5171939493022458547
nooooooooooo dont want a 3 hour meeting! ,7,-2224839012230409219
@avlieshout great! I'm going to order it later today. I forgot my credit card ,14,3639093588825558291
SimFlight news done too.... what's next... ah yes...shopping ... ,9,-1726460294338554690
this woman just propper looked me up and down like i was stupid ,13,-8313960973195787104
@langfordperry -  I know.  The Mavs lost too.  ,8,-8520019024546439655
I am so tired and I don't think I'm going to be able to take off tomorrow. ,17,-5676849280572977545
says fcuk I'm short.  http://plurk.com/p/ub4b6,5,457388782255255238
hating this red spots on her skin! ,7,8512425561874781267
My thumb hurst again ,4,-3672400260666050209
"@helengoytizolo Ecuador i'm excited! but, its not Brazil  i'm like dying to go there! and Argentina!",16,6212794792722934757
Sick   SOmeone make me feel better please...,7,401717359109280795
@K3rM1t great... just as I'm between flights at LAX.   - still need to do lunch...,15,-318434081975133840
16 - 5 #Virginia leading #Hopkins at the begining of the 4th... Doesn't look good blues  #lacrosse,17,28632363980377179
"Damn Maigny Triangle! A little wind, a little rain and the power ALWAYS goes out ",15,2429708409045729783
"Im in such a bad situation, Confused Ã¯Â¿Â½ Confused ",9,4936126659204173112
@mahika I will let you know! My sister just got home so we might watch something else.  I'll tweet you.,20,7918339122631829458
now on chapter 8 in my C++ book  May need to read my PHP one now ,16,8427865588303864744
"Just received a leaflet from the BNP - our letterbox is sullied, I think I should scrub it ",18,-3687842479648177278
TSF letters  somehow must get done.,6,-7783516603167867860
the first reviews for Eminem's album are in..'Relapse' officially SUCKS..http://bit.ly/13i7bh i'm honestly disappointed i love Eminem ,16,1259316618369539416
Weekend is over  back to school tomorrow once again...,9,4883610710898084985
So needs a frozen coke/slushie thing from BP ,8,-8392047525659911620
Laying in bed cant sleep     stupid effin mom had to wake up ,12,4090552310259713713
@rababhkhan lol..midnight sun is TWILIGHT from edward's point of view. it got leaked so the author shelved the book! ,19,-3492838141229224912
is home early. need to rest. S I C K ,10,866672213563661516
@CARAciao hahah im doing maths now  but im tlaking to u on msn ,13,-4494716413369949946
"glad the French exams over. Did math too, but got paper2 after half term. Literature+media tomorrow! ",16,-9064389825206541873
might you be down to help me get my life in order today? maybe have peps over-order grub-file papers-fix me accounts-u know a real party. ,25,1927264631923282023
"Drowned in work...   Btw, do check out Wolfram|Alpha. I think its pretty cool.",13,1047128103744978680
@oconel Me too - she usually is early and I think her computer was on when I got here but now it looks like it's locked or she's left ,29,638042794435000205
"Got Twitter! (Again...this is my third, I've had a problem with Twitter, did you guys?) Oh wait....I have no followers ",20,-7707388259424155899
is saturated.. wettest i have been at a footy game in a long time ,14,-1139762748490996914
"I spent four hours theis morning @ the hospital,I hade a virus couldnt sleep since yesturday   http://twitpic.com/5oqdh",17,-3882809041929364044
just had bacon and eggs! yummmm!!! ohh i have to work at 4 now!  xxx,15,5181576267597092107
Going to the Dr. this morning to make my stomach feel better ... I hope ,15,7937469068446401567
"@fulhamgagsy its called post traumatic stress disorder &amp; survivor guilt, the stress of waiting &amp; feeling sorry for culled colleagues   xx",21,4384934808338222743
Wish the rain would stop coming so we could go out on the lake this weekend ,16,-1247954121435396982
begins the journey to Lufkin. No tweeting while driving so no messages for a few hours ,16,-630154614708232795
- well it finally happened. My body has revolted against 5 nights of good times. I guess that 4 is my limit in a 7 day span. ,27,-1380066755159175304
@rochlatinsky it still works for me? don't know what the problem is. booo-urns ,13,-6338770460198684839
hates my life right now ,5,8254764846904136944
oh no *sad face! how dare they! @Warlaine Yeah it was! but we didn't get to see all of the animals cuz they were hiding  lol,26,4716474424980993116
has a huge headache...it won't go away ,7,-7270981819585446949
@tjkelly My parents and grad school... no UMass though ,9,-7268704977046822227
Dreading work Tomorrow...Beginning Of another Work Week....  ,7,-7731033557059471231
"Although I am happy to be on vacation, my stomach is not. ",12,-3363089959008311918
@Howlnmad Meh ugh and various other silly twuterings x - trying to find where i stored #dongle - omg i appear to have lost @StephenDry ,25,-4103232766874567356
@taxidermi  I was watching Parental Control ,6,4743097565655335648
@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments.. ,16,-1718791396883935547
says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,9,4377827269091289853
Wants milk ,2,-4929262195343789105
@mcvie saying goodbye to something familiar never becomes familiar ,9,-8400886904833663664
"@detroitduchess arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",23,-5162042148994617005
@mimisaurusrex i know... I don't want to be left in our home by myself during the weekend... ,17,2565042751414043283
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don't know what to do.  #MyPowerBookG4RIP,24,6052487385206781596
"@lurkey hahaha chivalry's not dead, just rare ",7,3912838460254923670
Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day ,26,6823231089406142207
@viveknshah kandivali  @100rabh my girls r gonna kill u for that answer! @shaaqt @limeice @unitechy @spitphyre,16,1866067925670352874
Worried sick now about my granddaughter. She's at Hasbro possibly needing to have her shunt revised which means another surgery.  ,20,-1351623038732747108
MOtherfuck QW ,2,5154647619208950416
Got to go shopping with wife down to Tesco's. I knew my day was going to well. ,17,-8932311766301380479
Friday is not treating me well so far. ,8,-5942099724416919089
Wow. Way to be discouraged  idk anymore... fml.,8,2763516162405823276
awww bless her. she made me cry ,7,-2922936708894104640
"@Craiiiiiig21 @Paola625 sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese &amp; beer",23,1573500076082562212
would like to have a gaming system ,7,5082120580847533152
"Back at home,11 hours till work ",6,2838650795473387354
Work...work....work.... ,1,6186750346230131076
"@TinaReece Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ass! ",26,1596134056943884304
i feeeel like shiit  blahhhhhhhhhhhhhh,5,9029027372236223973
"@Bellabellini - Yeah I know they are fuck annoying with that... But it,s such good promo... I lost some contacts for business in there ",24,3387687992769346062
@jaredque gets to go home. I'm here until 10:30 ,9,-3031399396860973747
I cant afford life right now. Everything i want to do is too expensive ,14,-3717411757887580430
Wonders why its so hard for me to concentrate... ,9,-88396680820892910
@PheenX crud is all I can say ,7,4159104267445047400
@flamingokitty i want teddys to love me ,7,3963573823361841117
slept in this morning and totally forgot she had a staff meeting... oops ,13,-2609198601404390444
i need a new membership cuz i'm tired of looking at the same ole linearts ...  if only i had money lol,22,-7386905039943410647
"@k9cuisine earlier, I meant &quot;there are finicky dogs??&quot; not these are...typos will kill me ",14,-1783309774261905672
#myweakness: spooning...I miss my baby ,5,4389359006292989222
Placebo's new album is really good! Too bad I didn't get to hear the last song due to my slowness. ,20,4923547801337452905
Yummy boys in tight jeans.  life is so unfair.,9,-6648473726199657904
Denver turns it over to start off the half! Steady dose of Kobe and they'll die! Harsh - Kobe airballs it after being all alone! ,25,-3267755365869127122
"Wtf Kiss 98.5 is playin Drake?!! Damn, there goes a record we can't play on Da B-Side ",17,4835151086105355982
t -1 minute to start work.... ,6,8297584832798414128
"Man.If the Lakers get this game.Then im sorry my Orlando babies,But ima need the Cavs to win.  Ughhhh.Pissed.",18,5754355883723890747
Wow finals are going to be killer. I'm not looking forward to it. ,13,9020779823712916330
Bootsie doesn't like my kisses  http://tinyurl.com/krumgy,6,-4043330407824053221
@camilletianna why must you use that dreaded word. you really just broke my heart.    okay I'm over it now. Howdy thurr lil lady!,23,5928269739805973256
@EileenLeft yeah national level has lost their minds and as they attack Sotomayor they really show a lack of judgment ,20,-5498290063231321079
Is finding it hard to study/work without snacking... need brain food! (in the form of chocolate).... ,16,2878672916308404518
"@SashaKane fave: nice hot bath with music...{but no tub,  } http://ff.im/3oDee",11,4348654253425422603
"another cloudy, rainy day, 10` C outside, is this summer? ",10,2222754879907681776
back from walking mutt.. bad lad ate all kinds of rubbish.. I will reap the treasures later ,17,5443329333121761171
Bleurrghhhh. I want to watch a movie. ,7,3702886816756252604
i really cant be arsed with work today....why is it always nice when i have to go to work ,19,4961280381221696186
refused ,1,-7201467626651154273
